Block Name,Point ID,nu,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude
internalMesh,38,0.00037242,0.000128272,0,0.0918044,9,9.00047,-6.36205e-06,-4.56002e-05,0.0357006,0.0357007
internalMesh,39,0.00037242,0.000128272,0,0.0918044,9,9.00047,-6.36205e-06,-4.56002e-05,0.0357006,0.0357007
internalMesh,40,0.00033749,0.000128267,0,0.116852,9,9.00076,-8.37463e-06,-4.44227e-05,0.0351962,0.0351962
internalMesh,41,0.000330006,0.000128266,0,0.12222,9,9.00083,-8.8059e-06,-4.41704e-05,0.0350881,0.0350882
internalMesh,42,0.000330006,0.000128266,0,0.12222,9,9.00083,-8.8059e-06,-4.41704e-05,0.0350881,0.0350882
internalMesh,43,0.000300323,0.00012826,0,0.152475,9,9.00129,-9.63734e-06,-4.21142e-05,0.0342253,0.0342253
internalMesh,44,0.000300323,0.00012826,0,0.152475,9,9.00129,-9.63734e-06,-4.21142e-05,0.0342253,0.0342253
internalMesh,45,0.000294391,0.000128258,0,0.160491,9,9.00143,-9.4775e-06,-4.13902e-05,0.0339232,0.0339232
internalMesh,46,0.000294391,0.000128258,0,0.160491,9,9.00143,-9.4775e-06,-4.13902e-05,0.0339232,0.0339232
internalMesh,47,0.000294391,0.000128258,0,0.160491,9,9.00143,-9.4775e-06,-4.13902e-05,0.0339232,0.0339232
internalMesh,48,0.000278076,0.000128254,0,0.182533,9,9.00185,-9.03795e-06,-3.9399e-05,0.0330923,0.0330924
internalMesh,49,0.000260634,0.000128248,0,0.212352,9,9.00251,-7.25229e-06,-3.60078e-05,0.0316749,0.0316749
internalMesh,50,0.000260634,0.000128248,0,0.212352,9,9.00251,-7.25229e-06,-3.60078e-05,0.0316749,0.0316749
internalMesh,51,0.000246529,0.000128242,0,0.241895,9,9.00325,-4.56279e-06,-3.19754e-05,0.0299638,0.0299638
internalMesh,52,0.000246529,0.000128242,0,0.241895,9,9.00325,-4.56279e-06,-3.19754e-05,0.0299638,0.0299638
internalMesh,53,0.000246529,0.000128242,0,0.241895,9,9.00325,-4.56279e-06,-3.19754e-05,0.0299638,0.0299638
internalMesh,54,0.000239918,0.000128237,0,0.258473,9,9.00371,-2.7221e-06,-2.93917e-05,0.0288244,0.0288244
internalMesh,55,0.000234873,0.000128233,0,0.271124,9,9.00408,-1.31736e-06,-2.742e-05,0.0279549,0.0279549
internalMesh,56,0.000234873,0.000128233,0,0.271124,9,9.00408,-1.31736e-06,-2.742e-05,0.0279549,0.0279549
internalMesh,57,0.000225749,0.000128225,0,0.3,9,9.005,1.71561e-06,-2.28871e-05,0.0258235,0.0258235
internalMesh,58,0.000225749,0.000128225,0,0.3,9,9.005,1.71561e-06,-2.28871e-05,0.0258235,0.0258235
internalMesh,59,0.000225749,0.000128225,0,0.3,9,9.005,1.71561e-06,-2.28871e-05,0.0258235,0.0258235
internalMesh,60,0.000219498,0.000128428,0,-0.32,9,9.00569,0.000133453,-1.67425e-05,0.0242845,0.0242848
internalMesh,61,0.000219094,0.000128217,0,0.32,9,9.00569,3.94634e-06,-1.89795e-05,0.0238375,0.0238375
internalMesh,62,0.000219094,0.000128217,0,0.32,9,9.00569,3.94634e-06,-1.89795e-05,0.0238375,0.0238375
internalMesh,63,0.000213656,0.00012821,0,0.34,9,9.00642,5.57728e-06,-1.5498e-05,0.0218896,0.0218896
internalMesh,64,0.000213656,0.00012821,0,0.34,9,9.00642,5.57728e-06,-1.5498e-05,0.0218896,0.0218896
internalMesh,65,0.000208626,0.000128202,0,0.36,9,9.0072,6.77043e-06,-1.21696e-05,0.0197782,0.0197782
internalMesh,66,0.000208626,0.000128202,0,0.36,9,9.0072,6.77043e-06,-1.21696e-05,0.0197782,0.0197782
internalMesh,67,0.000203939,0.000128194,0,0.38,9,9.00802,7.43846e-06,-9.1115e-06,0.0174982,0.0174982
internalMesh,68,0.000203939,0.000128194,0,0.38,9,9.00802,7.43846e-06,-9.1115e-06,0.0174982,0.0174982
internalMesh,69,0.000199553,0.000128187,0,0.4,9,9.00888,7.54951e-06,-6.41219e-06,0.0150446,0.0150446
internalMesh,70,0.000199553,0.000128187,0,0.4,9,9.00888,7.54951e-06,-6.41219e-06,0.0150446,0.0150446
internalMesh,71,0.000195433,0.000128179,0,0.42,9,9.00979,7.09079e-06,-4.14077e-06,0.0124123,0.0124123
internalMesh,72,0.000195433,0.000128179,0,0.42,9,9.00979,7.09079e-06,-4.14077e-06,0.0124123,0.0124123
internalMesh,73,0.00019155,0.000128172,0,0.44,9,9.01075,6.08175e-06,-2.348e-06,0.00959599,0.00959599
internalMesh,74,0.00019155,0.000128172,0,0.44,9,9.01075,6.08175e-06,-2.348e-06,0.00959599,0.00959599
internalMesh,75,0.000187882,0.000128167,0,0.46,9,9.01175,4.55912e-06,-1.05966e-06,0.00659039,0.00659039
internalMesh,76,0.000187882,0.000128167,0,0.46,9,9.01175,4.55912e-06,-1.05966e-06,0.00659039,0.00659039
internalMesh,77,0.000184408,0.000128161,0,0.48,9,9.01279,2.50099e-06,-3.09636e-07,0.00339011,0.00339011
internalMesh,78,0.000184408,0.000128161,0,0.48,9,9.01279,2.50099e-06,-3.09636e-07,0.00339011,0.00339011
internalMesh,79,0.000181115,0.000128158,0,0.5,9,9.01388,0,0,0,0
internalMesh,80,0.000219498,0.000128428,0,-0.32,9,9.00569,0.000133453,-1.67425e-05,0.0242845,0.0242848
internalMesh,81,0.000219498,0.000128428,0,-0.32,9,9.00569,0.000133453,-1.67425e-05,0.0242845,0.0242848
internalMesh,82,0.000213478,0.000128438,0,-0.34,9,9.00642,0.000134514,-1.35073e-05,0.0223395,0.0223399
internalMesh,83,0.000213478,0.000128438,0,-0.34,9,9.00642,0.000134514,-1.35073e-05,0.0223395,0.0223399
internalMesh,84,0.000207983,0.000128448,0,-0.36,9,9.0072,0.000130948,-1.04642e-05,0.0202135,0.0202139
internalMesh,85,0.000207983,0.000128448,0,-0.36,9,9.0072,0.000130948,-1.04642e-05,0.0202135,0.0202139
internalMesh,86,0.000202954,0.000128457,0,-0.38,9,9.00802,0.000122869,-7.71869e-06,0.0179026,0.0179031
internalMesh,87,0.000202954,0.000128457,0,-0.38,9,9.00802,0.000122869,-7.71869e-06,0.0179026,0.0179031
internalMesh,88,0.000198336,0.000128465,0,-0.4,9,9.00888,0.00011047,-5.33773e-06,0.0154034,0.0154038
internalMesh,89,0.000194791,0.000128471,0,-0.416667,9,9.00964,9.68087e-05,-3.70311e-06,0.0131613,0.0131616
internalMesh,90,0.000194791,0.000128471,0,-0.416667,9,9.00964,9.68087e-05,-3.70311e-06,0.0131613,0.0131616
internalMesh,91,0.000194791,0.000128471,0,-0.416667,9,9.00964,9.68087e-05,-3.70311e-06,0.0131613,0.0131616
internalMesh,92,0.000194082,0.000128473,0,-0.42,9,9.00979,9.40765e-05,-3.37619e-06,0.0127129,0.0127132
internalMesh,93,0.000194082,0.000128473,0,-0.42,9,9.00979,9.40765e-05,-3.37619e-06,0.0127129,0.0127132
internalMesh,94,0.000190147,0.00012848,0,-0.44,9,9.01075,7.415e-05,-1.87265e-06,0.00982844,0.00982872
internalMesh,95,0.000190147,0.00012848,0,-0.44,9,9.01075,7.415e-05,-1.87265e-06,0.00982844,0.00982872
internalMesh,96,0.000186495,0.000128485,0,-0.46,9,9.01175,5.12826e-05,-8.31765e-07,0.00674789,0.00674808
internalMesh,97,0.000186495,0.000128485,0,-0.46,9,9.01175,5.12826e-05,-8.31765e-07,0.00674789,0.00674808
internalMesh,98,0.000183092,0.000128489,0,-0.48,9,9.01279,2.62028e-05,-2.408e-07,0.00346897,0.00346907
internalMesh,99,0.000183092,0.000128489,0,-0.48,9,9.01279,2.62028e-05,-2.408e-07,0.00346897,0.00346907
internalMesh,100,0.000179904,0.000128491,0,-0.5,9,9.01388,0,0,0,0
